brand,title,type,price,priceWithCurrency,available,availableText,sold
Giorgi^o Armani,Sì Passione by Giorgio Armani For Women 3.4 Oz Eau De Parfum Spray New in Box,Eau de Parfum,44.78,US $44.78,2.0,2 available / 11 sold,11.0
Victoria's Secret,Victoria's Secret Heavenly Perfume Spray Eau de Parfum 3.4 oz 100 ml New Sealed,Eau de Parfum,34.99,US $34.99/ea,9.0,9 available / 110 sold,110.0
Victoria's Secret,BOMBSHELL Victoria's Secret PERFUME 2.5 Oz 75 ml Fine Fragrance Mist Spray WOMEN,Fine Fragrance Mist,14.5,US $14.50,5.0,5 available / 17 sold,17.0
Huda Beauty,kayali vanilla candy rock sugar | 42 HUDA BEAUTY Sample 1.5ml on card New,Eau de Parfum,14.95,US $14.95,0.0,Last One / 17 sold,17.0
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,Eau de Parfum,42.99,US $42.99,2.0,2 available / 4 sold,4.0
Parfums de Marly,Parfums deMarly Delina by Parfums de Marly 2.5 ozEau De Parfum Spray For Women,Lotion,100.99,US $100.99,0.0,Last One / 15 sold,15.0
Bellie Eilish,Eilish by Bellie Eilish 3.4 oz / 100 ml EDP Perfume Spray for Women New In Box,Eau de Parfum,49.99,US $49.99/ea,4.0,4 available / 38 sold,38.0
Viktor & Rolf,VIKTOR & ROLF FLOWERBOMB EAU DE PARFUM TRAVEL SIZE SPRAY VAIL 0.1FL.OZ/3ML,Eau de Parfum,9.99,US $9.99,10.0,More than 10 available / 10 sold,10.0
Estée Lauder,Estee Lauder Beautiful 2.5 fl oz Eau de Parfum Factory Sealed New,Eau de Parfum,28.15,US $28.15,0.0,Last One / 123 sold,123.0
Lucky,LUCKY YOU by Lucky Brand 3.3 oz / 3.4 oz for Women edt Perfume tester,Eau de Toilette,14.74,US $14.74/ea,117.0,117 available / 889 sold,889.0
Ariana Grande,Ariana Grande Cloud Pink 3.4oz Authentic Pink Perfume Spray Sealed,Eau de Parfum,29.99,US $29.99/ea,10.0,More than 10 available / 29 sold,29.0
Lancome,Miracle by Lancome Perfume for Women 3.4 oz edp New In Box,Eau de Parfum,35.99,US $35.99/ea,10.0,More than 10 available / 161 sold,161.0
Givenchy,Hot Couture by Givenchy for Women EDP 3.3 oz - 100 ml *NEW IN SEALED BOX*,Eau de Parfum,49.99,US $49.99,10.0,More than 10 available / 230 sold,230.0
Philosophy,Pure Grace Nude Rose Perfume by Philosophy for Women EDT 2 oz New,Eau de Toilette,19.05,US $19.05,8.0,8 available / 42 sold,42.0
Ariana Grande,Sweet Like Candy by Ariana Grande EDP Perfume for Women 3.4 oz Brand New Tester,Eau de Parfum,29.54,US $29.54/ea,10.0,"More than 10 available / 1,372 sold",1372.0
Carolina Herrera,Carolina Herrera_Good Girl Perfume 2.7 OZ BLACK SHIPS IN 24 HOURS SEALED Mujer,Perfume,47.8,US $47.80/ea,10.0,More than 10 available / 38 sold,38.0
Clinique,Roller Ball  Women Aromatics Elixir by Clinique 0.2 oz / 6 ml EDP Perfume Rare,Eau de Parfum,13.95,US $13.95/ea,10.0,More than 10 available / 57 sold,57.0
ALT Fragrances,"ALT Fragrances - Executive No. 26 EDP (Inspired by Aventus), 3.4 oz / 100 ml",Extrait de Parfum,59.99,US $59.99,10.0,More than 10 available / 243 sold,243.0
Victoria's Secret,VICTORIA'S SECRET Tease Crème Cloud Eau de Parfum 3.4oz 100 ml  Women's Spray,Eau de Parfum,43.0,US $43.00,3.0,3 available / 27 sold,27.0
Giorgio Beverly Hills,GIORGIO by Giorgio Beverly Hills 3 / 3.0 oz EDT Perfume for Women New In Box,Eau de Toilette,22.51,US $22.51/ea,189.0,"189 available / 3,319 sold",3319.0
Versace,mini Yellow Diamond by Versace EDT Perfume for Women Brand New In Box,Eau de Toilette,9.92,US $9.92,10.0,"More than 10 available / 5,971 sold",5971.0
Givenchy,Amarige by Givenchy 3.3 / 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,47.65,US $47.65/ea,0.0,"Limited quantity available / 5,349 sold",5349.0
Jo Malone,Jo Malone Oud & Bergamot Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,86.99,US $86.99,7.0,7 available / 9 sold,9.0
Coach,Coach Dreams Sunset by Coach perfume for women EDP 3.0 oz New in Box,Eau de Parfum,41.58,US $41.58/ea,174.0,174 available / 298 sold,298.0
Britney Spears,MIDNIGHT FANTASY by Britney Spears for Women 3.3 / 3.4 oz edp tester,Eau de Parfum,16.87,US $16.87/ea,36.0,36 available / 626 sold,626.0
Gucci,Gucci Guilty Pour Femme by Gucci perfume for Women EDP 3.0 oz New Tester,Eau de Perfume,59.4,US $59.40/ea,50.0,50 available / 120 sold,120.0
PRADA,PRADA CANDY BY PRADA 2.7 FL OZ EAU DE PARFUM SPRAY BRAND NEW SEALED IN BOX,Eau de Parfum,43.99,US $43.99/ea,2.0,2 available / 121 sold,121.0
TF,Lost Cherry Eau de Parfum 3.4 oz / 100ml For Women & Men,Eau de Parfum,69.99,US $69.99/ea,4.0,4 available / 7 sold,7.0
CHANEL,Chanel Coco Mademoiselle Eau de Parfum Sample Spray Vial 1.5ml/0.05oz,Eau de Parfum,12.99,US $12.99/ea,10.0,More than 10 available / 32 sold,32.0
Juliette has a gun,Juliette Has A Gun Not A Perfume Eau De Parfum 5 ml .17 fl oz Travel Size NEW,Eau de Parfum,11.66,US $11.66/ea,2.0,2 available / 12 sold,12.0
Juliette Has a Gun,"Not A Perfume by Juliette Has A Gun, 3.3 oz EDP Spray for Women TESTER",Perfume,43.15,US $43.15/ea,10.0,More than 10 available / 561 sold,561.0
Versace,"Versace Yellow Diamond EDT 3.0oz - Sealed New, Luminous Scent",Eau de Toilette,32.99,US $32.99/ea,6.0,6 available / 79 sold,79.0
Elizabeth Taylor,DIAMONDS AND RUBIES by ELIZABETH TAYLOR 3.3 oz / 3.4 oz edt NEW in Box,Eau de Toilette,15.8,US $15.80/ea,72.0,"72 available / 2,499 sold",2499.0
Philosophy,Philosophy Summer Grace 4oz Eau De Toilette Spray Pre-Coty,Eau de Toilette,15.0,US $15.00,5.0,5 available / 5 sold,5.0
Elizabeth Taylor,Gardenia by Elizabeth Taylor Perfume for Women edp 3.4 oz Brand New In Box,Eau de Parfum,17.52,US $17.52/ea,10.0,"More than 10 available / 1,692 sold",1692.0
Ariana Grande,Ariana Grande Cloud Pink Eau de Parfum 3.4 oz 100 ML Brand New & Sealed Box,Eau de Parfum,38.99,US $38.99/ea,8.0,8 available / 108 sold,108.0
Oscar de la Renta,SO DE LA RENTA Oscar 3.3 / 3.4 oz EDT For Women New in Box,Eau de Toilette,19.83,US $19.83/ea,22.0,"22 available / 1,652 sold",1652.0
Victoria's Secret,VICTORIAS SECRET TEASE SUGAR FLEUR ROLLERBALL EAU DE PARFUM  .23oz/7ml no box,Eau de Parfum,17.49,US $17.49/ea,17.0,17 available / 292 sold,292.0
Elizabeth And James Nirvana,Elizabeth And James Nirvana Amethyst Eau De Parfum Spray For Women 1.7 oz / 50ml,Eau de Parfum,19.12,US $19.12/ea,3.0,3 available / 42 sold,42.0
Armaf,"Armaf Club De Nuit Eau De Parfum Spray, Perfume for Women, 3.6 Oz",Eau de Parfum,30.9,US $30.90,3.0,3 available / 607 sold,607.0
Le Labo,"Le Labo Another 13 Eau de Parfum EDP Sample Vial .025oz, .75ml New in Pouch",Eau de Parfum,13.89,US $13.89,5.0,5 available / 52 sold,52.0
Avon,Avon Haiku REFLECTION eau de parfum spray brand new fresh 1.7 fl oz ea,Eau de Parfum,12.74,US $12.74,10.0,More than 10 available / 13 sold,13.0
FLOWER,12 Piece Woman’s Perfume Lot: Assorted scents In 3.4 Oz Bottles,Perfume,48.0,US $48.00,4.0,4 available / 1 sold,1.0
Calvin Klein,Escape by Calvin Klein EDP Perfume for Women 3.4 oz New In Box,Eau de Parfum,26.66,US $26.66/ea,0.0,"Limited quantity available / 17,854 sold",17854.0
Oscar de la Renta,Oscar by Oscar De La Renta EDT Perfume for Women 3.3 / 3.4 oz New In Box,Eau de Toilette,33.34,US $33.34/ea,8.0,"8 available / 3,466 sold",3466.0
Tom Ford,Tom Ford  Electric Cherry Eau De Parfum EDP Sample Spray 2ml NIB,Eau de Parfum,12.0,US $12.00/ea,4.0,4 available / 6 sold,6.0
Calvin Klein,CK IN2U HER Calvin Klein perfume edt 3.4 oz 3.3 NEW TESTER,Eau de Toilette,17.57,US $17.57/ea,62.0,62 available / 83 sold,83.0
Elizabeth Arden,White Tea by Elizabeth Arden 3.3 / 3.4 oz EDT Perfume for Women Tester,Eau de Toilette,20.0,US $20.00,15.0,15 available / 25 sold,25.0
Lanvin,Arpege by Lanvin 3.3 / 3.4 oz EDP Perfume for Women NEW In Box,Eau de Parfum,19.99,US $19.99/ea,3.0,3 available / 3 sold,3.0
Valentino,Donna Born In Roma Yellow Dream by Valentino for her EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,55.99,US $55.99/ea,10.0,More than 10 available / 131 sold,131.0
Yves Saint Laurent,Yves Saint Laurent Black Opium Eau De Parfum 3 oz/ 90 ml for Women,Eau De Parfum,38.68,US $38.68/ea,10.0,More than 10 available / 14 sold,14.0
Parfums Gres,Cabotine Gold by Parfums Gres for women EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,14.45,US $14.45/ea,9.0,9 available / 349 sold,349.0
Katy Perry,Indivisible by Katy Perry perfume for Women EDP 3.3 / 3.4 oz New In Box,Eau de Parfum,15.88,US $15.88,0.0,Last One / 103 sold,103.0
Clinique,Aromatics Elixir by Clinique 3.4 oz Perfume Spray for Women New In Box,Eau de Parfum,32.13,US $32.13/ea,0.0,"Limited quantity available / 3,215 sold",3215.0
Vicki Tiel,Sirene by Vicky Tiel 3.3 / 3.4 oz EDP For Women New in Box,Eau de Parfum,18.99,US $18.99/ea,21.0,"21 available / 1,396 sold",1396.0
Moschino,MOSCHINO TOY 2 for Women Mini Perfume 0.17 oz 5 ml Eau de Parfum Splash NEW,Eau de Parfum,9.95,US $9.95/ea,4.0,4 available / 135 sold,135.0
Dolce & Gabbana,10 Dolce & Gabbana Light Blue Women .02 oz EDT Spray Boxed Mini/Travel  Vial NEW,Eau de Toilette,20.0,US $20.00,0.0,3 lots available (10 items per lot) / 26 sold,26.0
Vera Wang,VERA WANG Perfume 3.3 / 3.4 oz EDP For Women Spray NEW IN BOX,Eau de Parfume,25.25,US $25.25/ea,71.0,"71 available / 15,897 sold",15897.0
ALFRED SUNG,Sung Perfume by Alfred Sung for Women 3.3 / 3.4 oz EDT New in Box,Eau de Toilette,22.25,US $22.25/ea,51.0,"51 available / 2,048 sold",2048.0
Dior,Dior Miss Dior 0.17 fl oz Women's Eau de Parfum,Eau de Parfum,21.99,US $21.99/ea,3.0,3 available / 83 sold,83.0
Versace,Versace Pour Femme Dylan Purple 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,63.99,US $63.99,0.0,Limited quantity available / 152 sold,152.0
Lancôme,Black Opium by Yves Saint Laurent 3.0 oz EDP Perfume for Women,Eau de Parfum,39.95,US $39.95,10.0,More than 10 available / 60 sold,60.0
AS SHOWN,J'adore Eau De Parfum EDP 3.4oz/100ML Spray For Women Authentic Boxed Sealed,Eau de Parfum,49.99,US $49.99,10.0,10 available / 4 sold,4.0
Unbranded,Yara by Lattafa Perfumes | Eau De Parfum - 100ml (3.4 fl oz) | - Women.,Eau de Parfum,15.77,US $15.77/ea,300.0,300 available / 67 sold,67.0
Givenchy,Ange Ou Demon Le Secret By Givenchy EDP For Women 3.3 oz / 100 ml *NEW*,Eau de Parfum,41.99,US $41.99,10.0,More than 10 available / 166 sold,166.0
Jo Malone,"Jo Malone London Cologne Spray ,Travel Size 9ml/0.3oz **Choose Your Scent** NEW",Eau de Cologne,17.0,US $17.00,5.0,5 available / 968 sold,968.0
Jessica McClintock,Jessica McClintock Perfume 1.7 oz EDP For Women New In Box,Eau de Parfum,18.99,US $18.99/ea,73.0,73 available / 886 sold,886.0
Victoria's Secret,Victoria's Secret Tease Perfume for Women Eau de Parfum 3.4 oz 100ml New in Box,Eau de Parfum,30.99,US $30.99/ea,10.0,More than 10 available / 91 sold,91.0
Yves Saint Laurent,Libre by Yves Saint Laurent Eau de Parfum Spray 3 fl oz for Women New In Box,Eau de Parfum,49.99,US $49.99/ea,5.0,5 available / 25 sold,25.0
Fragonard,Good Girl by Carolina Herrera 2.7 Fl oz Spray Eau De Parfum Women's TESTER,Spray,44.99,US $44.99/ea,10.0,More than 10 available / 2 sold,2.0
Carolina Herrera,Carolina Herrera Very Good Girl 2.7 oz EDP Bold Red Fruity Perfume Sealed,Eau de Parfum,55.99,US $55.99/ea,5.0,5 available / 80 sold,80.0
Givenchy,L'Interdit by Givenchy Eau De Toilette For Women 2.6 oz / 80 ml *NEW*,Eau de Toilette,41.99,US $41.99,10.0,More than 10 available / 39 sold,39.0
Paris Hilton,Paris Hilton Perfume 3.4 oz 100ml Eau De Parfum Spray For Women New in Box,Eau de Parfum,24.5,US $24.50,10.0,More than 10 available / 20 sold,20.0
Philosophy,Philosophy Pure Grace Eau De Parfum EDP Spray for Women  2 oz NEW SEALED BOX,Eau de Parfum,38.99,US $38.99/ea,10.0,More than 10 available / 103 sold,103.0
Gucci,Gucci Bloom for Her Eau De Parfum 0.16 fl oz 5 ml Mini EDP Travel Splash NWOB,Eau de Parfum,12.49,US $12.49/ea,10.0,More than 10 available / 28 sold,28.0
Kate Spade New York,In Full Bloom Blush by Kate Spade for Women - 3.4 oz EDP Spray (Tester),Does not apply,14.4,US $14.40,5.0,5 available / 73 sold,73.0
Gucci,Gucci Bloom Eau De Parfum 3.4 oz /100ml for Women,Eau de Parfum,69.99,US $69.99,8.0,8 available / 53 sold,53.0
Narciso Rodriguez,Narciso Rodriguez FOR HER 3.3oz 100 ML Eau de Parfum Brand New Sealed In Box,Eau de Parfum,44.99,US $44.99/ea,8.0,8 available / 21 sold,21.0
Narciso Rodriguez,Narciso Rodriguez Narciso Poudree 90ml/3.0 fl oz Regular Size New with box,Eau de Parfum,63.0,US $63.00,0.0,Last One / 4 sold,4.0
Victoria's Secret,Victoria's Secret Very Sexy Women's EDP 3.4 oz 100 ml Spray New Sealed,Eau de Parfum,30.99,US $30.99/ea,6.0,6 available / 130 sold,130.0
Spiritual Sky,(2-Pack) Patchouly Musk Scented Oil - Spiritual Sky - 1/4 Ounce Bottle,Scented Oils,12.99,US $12.99/ea,10.0,More than 10 available / 49 sold,49.0
al hambra,Reyna Pour Femme EDP  Spray 100ML (3.4 FL.OZ)  Newest Launch Sale,Eau de Parfum,25.99,US $25.99,10.0,More than 10 available / 12 sold,12.0
AS SHOWN,Woman EDT Spray Perfume 3.4oz New,Eau de Toilette,23.99,US $23.99,10.0,10 available / 4 sold,4.0
Tom Ford,"Tom Ford Soleil Neige Sheer Body Oil, Full Size 1.5oz/45mL , New & Sealed",Shimmer,25.0,US $25.00,5.0,5 available / 79 sold,79.0
GIORGIO BEVERLY HILLS,RED by GIORGIO BEVERLY HILLS women edt spray Perfume 3.0 oz New,Eau de Toilette,15.42,US $15.42/ea,114.0,"114 available / 7,773 sold",7773.0
Lattafa,Yara Tous by Lattafa 3.4 oz EDP Perfume Women New in Box,Eau de Parfum,28.89,US $28.89/ea,10.0,More than 10 available / 45 sold,45.0
Ariana Grande,Cloud by Ariana Grande 3.4 oz 100/mL EDP Perfume for Women New In Box SeaLed,Eau de Parfum,33.59,US $33.59/ea,9.0,9 available / 559 sold,559.0
Fragonard,Gucci Bloom EDP 3.3 oz 3.4 oz | Women's Perfume Spray,Spray,64.99,US $64.99,0.0,Last One / 5 sold,5.0
Victoria's Secret,Victoria's Secret SOL Body Fragrance Mist 250ml/8.4 fl oz,Fragrance Mist,11.88,US $11.88,10.0,More than 10 available / 47 sold,47.0
Lancôme,Lancome Tresor EDP 3.4 oz Timeless Women's Perfume Spray New in Box,Eau de Parfum,43.99,US $43.99/ea,6.0,6 available / 52 sold,52.0
Perry Ellis,360 by Perry Ellis Perfume 3.3 / 3.4 oz Spray for Women edt NEW IN BOX,Eau de Toilette,25.66,US $25.66/ea,33.0,"33 available / 6,077 sold",6077.0
As Show,Addict by Christian EDP Fragrances for Women 3.4 oz / 100 ml NEW IN SEALED BOX,EDP,59.99,US $59.99,10.0,More than 10 available / 20 sold,20.0
Lancôme,MIRACLE by Lancome EDP for Women 3.4 oz / 100 ml *NEW IN SEALED BOX*,Eau de Parfum,52.99,US $52.99,10.0,More than 10 available / 287 sold,287.0
Carolina Herrera,Good Girl BLUSH by Carolina Herrera 2.7 oz. EDP Spray for Women. New. NO BOX,Eau de Parfum,89.99,US $89.99/ea,10.0,10 available / 107 sold,107.0
J. Del Pozo,Jesus Del Pozo Halloween Perfume for Women 3.4 oz 3.3 Spray New in Box Sealed,Eau de Toilette,26.35,US $26.35/ea,127.0,127 available / 984 sold,984.0
Jo Malone,Jo Malone Nectarine Blossom & Honey Cologne Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,79.99,US $79.99,5.0,5 available / 5 sold,5.0
CHANEL,Chanel Chance Eau Tendre EDP Eau de Parfume Spray 3.4 Oz 100 Ml (Sealed Box),Eau de Parfum,118.99,US $118.99,6.0,6 available / 36 sold,36.0
Fragonard,Gucci Bloom EDP 3.3 oz 3.4 oz | Women's Perfume Spray,Spray,64.99,US $64.99,0.0,Last One / 5 sold,5.0
Afnan,Mystique Bouquet by Afnan Eau De Parfum Spray for Woman 2.7oz New Sealed Box,Eau de Parfum,41.5,US $41.50/ea,4.0,4 available / 17 sold,17.0
Lancôme,Lancome LA VIE EST BELLE Eau de Parfum EDP Perfume 4ml Splash Mini Bottle NWOB,Eau de Parfum,7.95,US $7.95/ea,10.0,More than 10 available / 162 sold,162.0
True Religion,True Religion Perfume for Women 3.4 oz 100 ml EDP New in Box,Eau de Parfum,24.98,US $24.98/ea,234.0,234 available / 888 sold,888.0
Thierry Mugler,Alien by Thierry Mugler perfume for women EDP 2 / 2.0 oz New in Box,Eau de Perfume,64.54,US $64.54/ea,29.0,29 available / 68 sold,68.0
Lattafa,Lattafa Ladies Haya EDP 3.4 oz Fragrances 6291108738504,Fragrances,34.77,US $34.77,3.0,3 available / 9 sold,9.0
Yves Saint Laurent,Yves Saint Laurent Women's Opium 1.6 Oz  Eau de Toilette Spray Brand New Sealed,Eau de Toilette,29.99,US $29.99/ea,10.0,More than 10 available / 21 sold,21.0
Ariana Grande,Ariana Grande Cloud Pink Perfume 3.4oz EDP Ethereal Bliss Brand New,Eau de Parfum,29.99,US $29.99/ea,9.0,9 available / 14 sold,14.0
Viktor & Rolf,Viktor & Rolf Flowerbomb EDP 3.4oz | Explosive Floral Perfume | Sealed,Perfume,52.99,US $52.99/ea,6.0,6 available / 30 sold,30.0
Lanvin,ECLAT D'ARPEGE by Lanvin 3.3 / 3.4 oz EDP Perfume For Women New tester,Eau de Perfume,24.79,US $24.79/ea,70.0,70 available / 757 sold,757.0
Michael Kors,MICHAEL KORS EDP 3.4 Oz Eau De Parfum Spray Women NEW IN BOX SEALED,Eau de Parfum,269.0,US $269.00,0.0,Last One / 59 sold,59.0
Taylor Swift,Taylor Swift Wonderstruck Enchanted 0.05 oz Eau De Parfum Spray Sample Vial,Eau de Parfum,5.5,US $5.50/ea,10.0,More than 10 available / 540 sold,540.0
HERMÈS,Jour D'hermes by Hermes EDP for Women 2.87 oz / 85 ml *NEW IN SEALED BOX*,Eau de Parfum,64.99,US $64.99,10.0,More than 10 available / 123 sold,123.0
Gucci,Gucci Bloom Perfumed Body Lotion 3.3  fl.oz / 100 ML,Lotion,29.99,US $29.99,6.0,6 available / 5 sold,5.0
Paco Rabanne,LADY MILLION Paco Rabanne for women perfume EDP 2.7 oz NEW TESTER,Eau de Parfum,50.73,US $50.73/ea,105.0,"105 available / 1,905 sold",1905.0
Elizabeth Arden,White Tea by Elizabeth Arden 3.3 / 3.4 oz EDT Perfume for Women New in Box,Eau de Toilette,26.33,US $26.33/ea,10.0,"More than 10 available / 2,250 sold",2250.0
Versace,VERSACE CRYSTAL NOIR by Gianni Versace for women EDT 3.0 oz New in Box,Eau de Toilette,46.44,US $46.44/ea,0.0,"Limited quantity available / 2,838 sold",2838.0
Ralph Lauren,Ralph by Ralph Lauren 3.4 oz EDT Perfume for Women TSTR,Eau de Toilette,43.98,US $43.98,7.0,7 available / 12 sold,12.0
Kenneth Cole,Reaction for Her by Kenneth Cole 3.3 / 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,23.97,US $23.97/ea,117.0,117 available / 920 sold,920.0
Ouai,OUAI Hair & Body Mist In ST. BARTS 3.3oz / 97ml Full Size NEW RELEASE '24,Fragrance Mist,44.95,US $44.95/ea,2.0,2 available / 4 sold,4.0
Dolce&Gabbana,Dolce & Gabbana Light Blue for Women 3.3 oz / 3.4 oz Refreshing EDT New,Eau de Toilette,32.49,US $32.49/ea,6.0,6 available / 88 sold,88.0
Lancôme,Lot 3 x Lancome Perfume La Vie Est Belle Eau de Parfum EDP Travel Size 4ml =12ml,Eau de Parfum,14.99,US $14.99,10.0,More than 10 available / 256 sold,256.0
ESCADA,Sorbetto Rosso by Escada for women EDT 3.3 / 3.4 oz New In Box,Eau de Toilette,29.26,US $29.26/ea,23.0,23 available / 392 sold,392.0
Thierry Mugler,Angel by Thierry Mugler Star Refillable EDP For Women 0.8oz / 25ml *NEW IN BOX*,Perfume,36.99,US $36.99,10.0,More than 10 available / 70 sold,70.0
Armaf,Tag - Her by Armaf perfume EDP 3.3 / 3.4 oz New In Box,Eau de Perfume,19.1,US $19.10/ea,44.0,44 available / 373 sold,373.0
J. Del Pozo,Halloween by Jesus Del Pozo for women EDT 3.3 /3.4 oz New Tester,Eau de Toilette,19.39,US $19.39/ea,33.0,33 available / 651 sold,651.0
Gucci,Gucci Bamboo Eau De Parfum Spray 2.5 fl oz New Factory Sealed,Eau de Parfum,31.0,US $31.00/ea,3.0,3 available / 112 sold,112.0
Elizabeth Arden,5TH AVENUE by Elizabeth Arden 4.2 oz EDP for Women New In Box Sealed,Eau de Parfum,23.42,US $23.42/ea,110.0,110 available / 536 sold,536.0
Elizabeth Arden,SUNFLOWERS by Elizabeth Arden for women EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,15.31,US $15.31/ea,331.0,"331 available / 1,927 sold",1927.0
AS SHOWN,Flora Gorgeous Gardenia By-Gucci Eau De Parfum EDP 3.3 Oz Perfume For Women NIB,Eau de Parfum,52.99,US $52.99,8.0,8 available / 8 sold,8.0
Creed,Creed Spring Flower 2.5 oz / 75 ml Eau De Parfum Spray New in Box,Eau de Parfum,174.99,US $174.99,9.0,9 available / 14 sold,14.0
Byredo,Byredo Mojave Ghost Eau de Parfum EDP Spray 3.4 oz / 100 ml Perfume for Unisex,Eau de Parfum,69.99,US $69.99,3.0,3 available / 34 sold,34.0
Kilian,Good Girl Gone Bad by Kilian 1.7 oz. EDP REFILLABLE Spray Women. New Sealed Box,Eau de Parfum,99.99,US $99.99,0.0,Last One / 20 sold,20.0
Maison Alhambra,DELILAH PERFUME EDP 3.4 OZ BY MAISON ALHAMBRA LATTAFA FOR WOMEN -FREE SHIPING,Eau de Parfum,23.99,US $23.99,10.0,More than 10 available,0.0
Acqua di Parma,ACQUA DI PARMA Blu Mediterraneo Mandorlo Di Sicilia 2.5 oz / 2.5 oz 75 ml,Eau de Toilette,50.0,US $50.00/ea,2.0,2 available / 14 sold,14.0
Dana,TABU By Dana 2.3 oz/68 ml Eau De Cologne Spary For Women Sealed Pack New In Box,Eau de Cologne,15.25,US $15.25/ea,10.0,More than 10 available / 104 sold,104.0
Lancôme,Lancome Tresor Women Eau de Parfum 3.4 oz 100 ml New Sealed in Box,Eau de Parfum,43.99,US $43.99/ea,10.0,More than 10 available / 40 sold,40.0
Jimmy Choo,JIMMY CHOO ILLICIT FLOWER by Jimmy Choo perfume EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,34.43,US $34.43/ea,16.0,16 available / 563 sold,563.0
Moschino,New in Box Women's Perfume Toy 2 by Moschino Eau De Parfum EDP Spray 3.4oz/100ml,Eau de Parfum,37.88,US $37.88/ea,8.0,8 available / 8 sold,8.0
HERMÈS,Un Jardin Sur Le Nil by Hermes EDT for Women 1.6 oz / 50 ml *NEW IN SEALED BOX*,Eau de Toilette,49.99,US $49.99,10.0,More than 10 available / 35 sold,35.0
Estée Lauder,PLEASURES INTENSE by Estee Lauder 3.4 oz edp Perfume for women NEW IN BOX,Eau de Parfum,42.04,US $42.04/ea,413.0,413 available / 413 sold,413.0
Dolce&Gabbana,Dolce and Gabbana Womens Light Blue Fragrance Carded Sample 1.5ml Lot Of 5,Eau de Toilette,10.0,US $10.00/ea,10.0,More than 10 available / 110 sold,110.0
Cacharel,NOA by Cacharel Perfume 3.4 oz Spray 3.3 edt New 100 ml,Eau de Toilette,27.06,US $27.06/ea,18.0,18 available / 21 sold,21.0
Burberry,Burberry Her Blossom Eau De Toilette EDT Perfume Spray for Women 100 ml / 3.3 oz,Eau de Toilette,55.99,US $55.99,3.0,3 available / 14 sold,14.0
Giorgio Armani,Acqua Di Gioia by Giorgio Armani 3.4 oz EDP Perfume for Women New In Box,Eau de Toilette,69.98,US $69.98/ea,0.0,"Limited quantity available / 2,663 sold",2663.0
Liz Claiborne,BORA BORA by Liz Claiborne perfume for women EDP 3.4 oz New in Box,Eau de Parfum,17.25,US $17.25/ea,165.0,"165 available / 2,156 sold",2156.0
Dolce&Gabbana,Garden by Dolce & Gabbana for Women 1.6oz Eau De Parfum Spray New In Box,Eau de Parfum,29.95,US $29.95,6.0,6 available / 13 sold,13.0
M·A·C,mac turquatic fragrance  perfume .68oz/20ml - NIB - FREE SHIPPING,Perfume,29.99,US $29.99/ea,7.0,7 available / 45 sold,45.0
Yves Saint Laurent,LIBRE By Yves Saint Laurent YSL Eau de Parfum EDP Perfume 3 Oz/90ML for Women,Eau de Parfum,49.99,US $49.99,5.0,5 available / 6 sold,6.0
AS SHOWN,NEW WITH BOX For Her Eau De Toilette Narciso_Rodriguez EDT Spray 3.3 Oz Sealed,Eau de Toilette,43.82,US $43.82/ea,5.0,5 available / 20 sold,20.0
Dossier,Woody Peony Womans Dossier fragrance for Ex Nihilo's Fleur Narcotique 90%  FULL,Eau de Parfum,38.0,US $38.00,2.0,2 available / 8 sold,8.0
Cacharel,Anais Anais L'Original by Cacharel 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,29.97,US $29.97/ea,93.0,"93 available / 2,311 sold",2311.0
Dolce & Gabbana,"Light Blue Summer Vibes by Dolce & Gabbana, 3.3 oz EDT Spray for Women",Eau De Toilette,52.39,US $52.39/ea,10.0,More than 10 available / 145 sold,145.0
Sol De Janeiro,"SOL DE JANEIRO Brazilian Crush 68 Perfume Mist 90ml/3oz, Factory sealed, NO Box",Perfume Fragrance Mist,21.95,US $21.95/ea,9.0,9 available / 85 sold,85.0
Dana,CHANTILLY for WOMEN by DANA * Big Size 3.5 oz (104 ml) EDT Spray * NEW & SEALED,Eau de Toilette,24.95,US $24.95,7.0,7 available / 171 sold,171.0
Dossier,Dossier Fruity Almond Eau de Parfum 1.7 Oz Fragrance Perfume NEW IN BOX,Eau de Parfum,18.75,US $18.75,10.0,More than 10 available / 29 sold,29.0
Robert Piguet,Fracas by Robert Piguet Eau De Parfum 1.7 oz/50ml Spray New No Box,Perfume,72.0,US $72.00/ea,8.0,8 available / 41 sold,41.0
Giorgio Armani,My Way Intense by Giorgio Armani EDP for Women 1.7 oz / 50ml *NEW IN BOX*,Eau de Parfum,54.99,US $54.99,10.0,More than 10 available / 40 sold,40.0
