brand,title,type,price,priceWithCurrency,available,availableText,sold
Tru Fragrance,Tru Fragrance Strawberry Icing Perfume EDP 3.4 oz FREE SHIPPING,Eau de Parfum,29.95,US $29.95,0.0,Last One / 1 sold,1.0
Dossier,Dossier MUSKY MUSK Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,US $20.00/ea,10.0,More than 10 available,0.0
Burberry,Burberry Weekend by Burberry 3.3 / 3.4 oz EDP Perfume For Women New In Box,Eau de Parfum,34.09,US $34.09/ea,252.0,"252 available / 1,429 sold",1429.0
Givenchy,Givenchy Irresistible Eau De Parfume 2.7 Oz. 80ML Spray for Women NEW IN BOX,Eau de Parfum,55.63,US $55.63,10.0,10 available / 57 sold,57.0
HUGO BOSS,Deep Red by Hugo Boss EDP Perfume for Women 3.0 oz Brand New In Box,Eau de Parfum,27.25,US $27.25/ea,10.0,"More than 10 available / 3,555 sold",3555.0
Sabrina Carpenter,Sweet Tooth by Sabrina Carpenter Perfume Women 2.5 oz New without Box & Cap,Eau de Parfum,29.99,US $29.99,10.0,More than 10 available / 17 sold,17.0
Perry Ellis,360 PURPLE Perry Ellis Women 3.4 oz 3.3 edp perfume spray NEW IN BOX,Eau de Parfum,25.47,US $25.47/ea,96.0,"96 available / 1,616 sold",1616.0
Nest,Assorted Nest Perfume Oil .10 Fl Oz /3ML Rollerball Each New,Perfume,9.99,US $9.99,8.0,8 available / 139 sold,139.0
GUESS,Guess Seductive Red by Guess for women EDT 2.5 oz new in Box,Eau de Toilette,22.95,US $22.95/ea,20.0,20 available / 294 sold,294.0
Evyan,White Shoulders 4.5 oz Perfume for Women Eau de Cologne Spray New In Box,Eau de Cologne,18.62,US $18.62/ea,10.0,"More than 10 available / 2,477 sold",2477.0
Gucci,Gucci Rush by Gucci EDT Perfume for Women 2.5 oz Brand New Tester,Eau de Toilette,64.94,US $64.94,10.0,"More than 10 available / 1,613 sold",1613.0
Avon,2 PCS.SET Avon sweet honesty cologne PERFUME Spray 1.7 oz/With TRAVEL SPRAY,cologne,14.89,US $14.89/ea,6.0,6 available / 30 sold,30.0
Jo Malone,Jo Malone Lime Basil & Mandarin Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,79.99,US $79.99,8.0,8 available / 2 sold,2.0
Britney Spears,Hidden Fantasy by Britney Spears 3.3 / 3.4 oz EDP For Women NEW IN BOX,Eau de Parfum,19.24,US $19.24/ea,7.0,"7 available / 1,337 sold",1337.0
Elizabeth Taylor,"Elizabeth Taylor Perfume Gift Set, White Diamonds , 2 Pieces",Perfume Gift Sets,18.87,US $18.87,0.0,Last One / 1 sold,1.0
Kim Kardashian,Pure Honey by Kim Kardashian perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,19.53,US $19.53/ea,47.0,47 available / 537 sold,537.0
PRADA,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray Perfume for Women New In Box USA,Eau de Parfum,54.42,US $54.42,0.0,Last One / 34 sold,34.0
Sarah Jessica Parker,Lovely Jessica Parker 2pc Gift Set 3.4oz Perfume + Body Lotion 6.7oz~damaged box,Perfume,25.99,US $25.99/ea,13.0,13 available / 39 sold,39.0
Dolce&Gabbana,Dolce & Gabbana Light Blue EDT 3.3 oz 3.4 oz Crisp Refreshing Women's Scent,"Eau de Toilette, Spray",32.49,US $32.49/ea,6.0,6 available / 18 sold,18.0
Lanvin,ARPEGE by Lanvin 3.3 / 3.4 oz EDP For Women New in Box Sealed,Eau de Parfum,24.77,US $24.77/ea,200.0,"200 available / 1,585 sold",1585.0
CHANEL,Coco Mademoiselle Eau De Parfum Perfume Sample Vial Travel 1.5 Ml/0.05 Oz by Par,Eau de Parfum,18.76,US $18.76,4.0,4 available / 229 sold,229.0
Valentino,Valentino Donna Born in Roma Intense EDP Spray For Women 100ml/3.4oz,Eau de Parfum,100.99,US $100.99,0.0,Last One / 10 sold,10.0
Britney Spears,CURIOUS Britney Spears women perfume edp 3.3 oz. 3.4 NEW IN BOX,Eau de Parfum,18.9,US $18.90/ea,245.0,"245 available / 3,860 sold",3860.0
Sarah Jessica Parker,LOVELY by Sarah Jessica Parker Perfume for Women 3.4 oz 100 ml EDP Spray NEW,Eau de Parfum,19.95,US $19.95,0.0,Last One / 915 sold,915.0
Parfums Grès,CABOTINE ROSE PARFUMS GRES for Women 3.3 edt 3.4 oz  Spray New in Box,Eau de Toilette,14.49,US $14.49/ea,45.0,45 available / 506 sold,506.0
Multiple Brands,Men's cologne Perfume Sampler fragrance designer Travel-Size 10PCS sampler set,Perfume,9.99,US $9.99,6.0,6 available / 4 sold,4.0
Clinique,"Happy by Clinique, 3.4 oz Perfume Spray for Women",Perfume,26.12,US $26.12/ea,10.0,More than 10 available / 235 sold,235.0
Elizabeth Arden,PRETTY Elizabeth Arden Women Perfume 3.3 / 3.4 oz EDP New tester,Eau de Parfum,15.27,US $15.27/ea,28.0,28 available / 126 sold,126.0
Thierry Mugler,Angel for Women by Thierry Mugler Eau de Parfum Spray 0.23 FL OZ / 7 ML,Eau de Parfum,18.0,US $18.00,10.0,More than 10 available / 24 sold,24.0
Lanvin,Jeanne Lanvin By Lanvin Paris Eau De Parfum Natural Spray 3.3 fl oz,Eau de Parfum,12.99,US $12.99,10.0,More than 10 available / 43 sold,43.0
Designer Series,Perfumes for women La Vida Bella  100Ml 3.4fl.oz Long Lasting Natural Spray,Perfume,13.99,US $13.99,10.0,More than 10 available / 10 sold,10.0
Michael Kors,Michael Kors sparkling blush Eau De Parfum Spray  - 0.34oz/10mL - NIB,Eau de Parfum,19.88,US $19.88/ea,10.0,More than 10 available / 11 sold,11.0
Clinique,Clinique Aromatics Elixir EDP Spray 1.5 Oz Women Sealed,Eau de Parfum,24.02,US $24.02/ea,10.0,10 available / 20 sold,20.0
Paloma Picasso,Paloma Picasso by Paloma Picasso for women EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,32.91,US $32.91/ea,0.0,Limited quantity available / 435 sold,435.0
Lancome,La Vie Est Belle by Lancome Paris 2.5 fl oz EDP Perfume for Women New In Box,Eau de Parfum,37.99,US $37.99/ea,10.0,More than 10 available / 517 sold,517.0
Gianni Versace,VERSACE CRYSTAL NOIR for women EDT 3.0 oz New Tester,Eau de Toilette,40.63,US $40.63/ea,159.0,159 available / 847 sold,847.0
As Picture Show,Carmina Eau De Parfume EDP 75ml 2.5 oz Perfume Spray For Women Gifts New In Box,Eau de Parfum,128.88,US $128.88,4.0,4 available / 24 sold,24.0
Aeropostale,"Promise Me by Aeropostale, 3.4 oz EDP Spray for Women",Eau De Parfum,26.4,US $26.40/ea,10.0,"More than 10 available / 1,338 sold",1338.0
Lancôme,Lancome Tresor - Romantic 3.4oz Eau de Parfum Spray for Women,Eau de Parfum,43.99,US $43.99/ea,6.0,6 available / 15 sold,15.0
Lancôme,Lancôme Tresor 3.4oz Women's EDP Classic Fragrance New Sealed,Eau de Parfum,43.99,US $43.99/ea,6.0,6 available / 15 sold,15.0
PHLUR,Phlur Missing Person Womens Perfume EDP Spray 0.17 Oz Mini Travel NWOB,Eau de Parfum,15.49,US $15.49/ea,10.0,More than 10 available / 22 sold,22.0
Parfums de Marly,Parfums de Marly Delina La Rosee 2.5oz Women's Eau de Parfum New Sealed,Eau de Parfum,100.99,US $100.99,0.0,Last One / 39 sold,39.0
Moschino,Moschino Fresh Couture by Moschino 3.4 oz EDT Perfume for Women Tester,Eau de Toilette,27.54,US $27.54/ea,6.0,6 available / 272 sold,272.0
Davidoff,Cool Water Womens perfume  1.7 oz / 50 ml EDT Spray by Davidoff  * Authentic *,Eau de Toilette,15.99,US $15.99,10.0,10 available / 98 sold,98.0
JLO,Glow by J.LO Jennifer Lopez Perfume for Women 3.4 oz New in Box,Eau de Toilette,26.81,US $26.81/ea,0.0,Limited quantity available / 478 sold,478.0
Gianni Versace,Versace VERSENSE EDT for Women 3.3 / 3.4 oz New tester,Eau de Toilette,38.76,US $38.76/ea,0.0,Limited quantity available / 401 sold,401.0
FLOWER,12 Piece Woman’s Perfume Lot: Assorted scents In 3.4 Oz Bottles,Perfume,48.0,US $48.00,4.0,4 available / 1 sold,1.0
Ainash Perfums,Royal Noir Absolu by Ainash 2.5 oz Extrait de Parfum,Extrait de Parfum,58.5,US $58.50,10.0,More than 10 available / 3 sold,3.0
Britney Spears,Curious By Britney Spears Mini EDP Splash Perfume 0.16 oz new no box,Eau de Parfum,10.99,US $10.99/ea,8.0,8 available / 6 sold,6.0
Lancôme,La Vie Est Belle by Lancome 3.4 oz / 100 ml Spray L'Eau De Parfum New & Sealed,Eau de Parfum,42.99,US $42.99/ea,2.0,2 available / 146 sold,146.0
Thierry Mugler,Thierry Mugler Angel 1.7 oz Women's Eau De Parfum | Heavenly Scent Sealed,Eau de Parfum,43.99,US $43.99/ea,10.0,More than 10 available / 20 sold,20.0
Victoria's Secret,VICTORIA'S SECRET SCANDALOUS EAU DE PARFUM SPRAY 1.7 OZ **NEW SEALED BOX**,Eau de Parfum,29.95,US $29.95,10.0,More than 10 available / 46 sold,46.0
Bvlgari,New Perfume Omnia Amethyste EDT Bvlgari Eau De Toilette Spray 2.2 oz for Women,Eau de Toilette,34.87,US $34.87/ea,10.0,10 available / 27 sold,27.0
Jennifer Lopez,Glow by J.LO Jennifer Lopez EDT Perfume For Women 1 Oz,Eau de Toilette,15.99,US $15.99,22.0,22 available / 18 sold,18.0
Paris Hilton,Paris Hilton Heiress For Women 3.4 Oz Eau De Parfum Spray,Eau de Parfum,28.0,US $28.00,10.0,More than 10 available / 78 sold,78.0
Giorgio Armani,Giorgio Armani My Way Women's Eau de Parfum EDP Travel Splash Mini Sample 0.24oz,Eau de Parfum,16.99,US $16.99,10.0,More than 10 available / 111 sold,111.0
Marc Jacobs,Daisy Marc Jacobs Eau So Fresh 10ml Eau De Toilette Spray,Eau de Toilette,18.0,US $18.00,5.0,5 available / 75 sold,75.0
Victoria's Secret,VERY SEXY Perfume Victoria's Secret 3.4 oz 100 ml  Eau De Parfum BRAND NEW,Eau de Parfum,29.99,US $29.99/ea,7.0,7 available / 98 sold,98.0
Salvatore Ferragamo,Incanto Charms by Salvatore Ferragamo for women EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,17.79,US $17.79/ea,15.0,"15 available / 2,177 sold",2177.0
Versace,Versace Bright Crystal 3oz Women's EDT Spray New,Eau de Toilette,33.0,US $33.00/ea,6.0,6 available / 36 sold,36.0
Yardley London,Yardley English Honeysuckle Perfum By Yardley London EDT Spray 4.2oz/125ml Women,Toilette Spray,22.48,US $22.48/ea,10.0,More than 10 available / 30 sold,30.0
Lancôme,Lancome La Vie Est Belle 3.4 oz EDP Women's Fragrance Perfume Spray Sealed,Eau de Parfum,49.99,US $49.99/ea,8.0,8 available / 53 sold,53.0
Elizabeth Arden,Red Door by Elizabeth Arden 3.3 oz / 100 ml EDT Perfume for Women,Eau de Toilette,24.99,US $24.99,10.0,10 available / 62 sold,62.0
diptyque,2x Authentic Diptyque Orpheon Eau de Parfum Spray 2ml/.06 fl. oz. Each Free Ship,Eau de Parfum,27.5,US $27.50,9.0,9 available / 12 sold,12.0
Ralph Lauren,Romance by Ralph Lauren perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,45.93,US $45.93/ea,153.0,153 available / 417 sold,417.0
Guerlain,Guerlain Perfume Sample Spray Vials 1ml - 2ml Choose Your Scent & Combined,Eau de Parfum,4.95,US $4.95,0.0,Last One / 287 sold,287.0
Paco Rabanne,Paco Rabanne Olympea Intense Eau De Parfum Intense Spray 80 ml / 2.7oz Sealed,Eau de Parfum,105.95,US $105.95,2.0,2 available / 22 sold,22.0
Burberry,Burberry Touch by Burberry parfum for women 3.3 fl. oz. / 100 ml,Eau de Parfum,26.0,US $26.00,5.0,5 available / 5 sold,5.0
Cacharel,ANAIS ANAIS PREMIER DELICE by Cacharel for her EDT 3.3 / 3.4 oz New,Eau de Toilette,22.53,US $22.53/ea,34.0,34 available / 82 sold,82.0
Jessica Simpson,Fancy by Jessica Simpson 3.3 / 3.4 oz edp perfume women NEW in Retail Box,Eau de Parfum,26.15,US $26.15/ea,52.0,"52 available / 1,386 sold",1386.0
Armaf,Armaf Club de Nuit IMPERIALE 3.6 fl.oz Eau de Parfum for Women | New Launch,Eau de Parfum,39.45,US $39.45/ea,10.0,More than 10 available / 183 sold,183.0
Lattafa,"Yara by Lattafa, 3.4 oz Eau De Perfume Spray for Women",Perfume,29.99,US $29.99/ea,10.0,More than 10 available / 432 sold,432.0
Gucci,"Gucci Flora Gorgeous Magnolia, Gucci Gorgeous Jasmine & Gorgeous Gardenia VIALS",Eau de Parfum,15.99,US $15.99,0.0,More than 10 lots available (3 items per lot) / 154 sold,154.0
as showed,Woemn Avon FAR AWAY Eau De Parfum Perfume Spray 1.7oz~NEW~SEALED | FREE SHIPPING,Eau de Parfum,14.99,US $14.99,10.0,More than 10 available / 80 sold,80.0
Armaf,Le Femme by Armaf perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,20.71,US $20.71/ea,100.0,100 available / 290 sold,290.0
Maison Martin Margiela,Replica Eau De Toilette ON A DATE .34 oz. NIB!  Memory In A Fragrance,Eau de Toilette,21.0,US $21.00/ea,8.0,8 available / 4 sold,4.0
Yves Saint Laurent,Libre By Yves Saint Laurent for Women EDT 1.6 oz / 50 ml *NEW IN SEALED BOX*,Eau de Toilette,53.99,US $53.99,10.0,More than 10 available / 137 sold,137.0
T.O.V.A.,Tova Beverly Hills Signature 2 pcs set for Women 3.4oz EAU DE PARFUM+1oz EDP,Perfume,37.0,US $37.00,10.0,More than 10 available / 12 sold,12.0
Salvatore Ferragamo,INCANTO CHARMS by Salvatore Ferragamo EDT 3.4 oz Perfume for women New in Box,Eau de Toilette,23.98,US $23.98/ea,15.0,"15 available / 1,678 sold",1678.0
Jovan,Jovan Musk for Women Cologne 3.25 oz - Classic Scent Spray,Eau de Cologne,11.99,US $11.99,0.0,Last One / 58 sold,58.0
Donna Karan,Donna Karan Cashmere Mist 3.4oz Women's Eau de Parfum Brand New Sealed,Eau de Parfum,28.99,US $28.99,3.0,3 available / 379 sold,379.0
Giorgio Armani,My Way Nectar Giorgio Armani EDP 0.33. Fl. Oz. 10 Ml. Spray Travel Size,Eau de Parfum,25.95,US $25.95,10.0,More than 10 available / 3 sold,3.0
Thierry Mugler,Alien Musc Mysterieux by Thierry Mugler for Women 0.05 oz Eau Parfum Vial Spray,Eau De Parfum,6.99,US $6.99,500.0,500 available / 170 sold,170.0
Calvin Klein,Obsession Night by Calvin Klein EDP Perfume for Women 3.3 / 3.4 oz New In Box,Eau de Parfum,25.56,US $25.56,0.0,Limited quantity available / 460 sold,460.0
AS SHOWN,Flora Gorgeous Magnolia By-Gucci Eau De Parfum EDP 3.3 Oz Perfume For Women NIB,Eau de Parfum,53.99,US $53.99,6.0,6 available / 12 sold,12.0
Valentino,Valentino Donna Born In Roma Intense 3.4 oz EDP Spray For Women NEW,Eau de Parfum,103.99,US $103.99,2.0,2 available / 45 sold,45.0
Giorgio Armani,ACQUA di GIOIA by GIORGIO ARMANI Women 3.3 edp 3.4 oz NEW IN BOX,Eau de Parfum,72.72,US $72.72/ea,5.0,5 available / 27 sold,27.0
Lancôme,Lancome La Vie Est Belle EDP - Irresistible Gourmand 3.4oz Sealed,Eau de Parfum,49.99,US $49.99/ea,6.0,6 available / 10 sold,10.0
AS SHOWN,Bloom BLOSSOM 3.3 fl oz / 100 ml Eau de Parfum Spray for Women New In Sealed Box,Eau de Parfum,59.99,US $59.99/ea,4.0,4 available / 23 sold,23.0
Creed,Aventus for Her by Creed 2ml Vial Spray New Factory Sealed,Eau de Parfum,12.99,US $12.99,0.0,Last One / 52 sold,52.0
Benetton,Color Women By Benetton 1.7oz EDT Splash New In Box,Eau de Toilette,27.99,US $27.99,10.0,More than 10 available / 57 sold,57.0
Tiffany & Co.,TIFFANY SHEER BY Tiffany & Co. FOR WOMEN MINI BOTTLE,Eau de Toilette,15.89,US $15.89/ea,6.0,6 available / 135 sold,135.0
Versace,Versace Bright Crystal Absolu by Versace perfume for her EDP 3.0 oz New in Box,Eau de Parfum,54.9,US $54.90/ea,72.0,"72 available / 1,224 sold",1224.0
Gap,Gap So Pink Fragrance Spray Body Mist 8 fl oz New,Fragrance Mist,19.98,US $19.98,8.0,8 available / 144 sold,144.0
Yves Saint Laurent,YSL YVES SAINT LAURENT LIBRE EDP 1.2ml .04fl oz x 1 PERFUME SPRAY SAMPLE VIAL,Eau de Parfum,7.5,US $7.50,10.0,More than 10 available / 171 sold,171.0
Yves Saint Laurent,Parisienne by Yves Saint Laurent EDP for Women 3 oz / 90 ml *NEW IN SEALED BOX*,Eau de Parfum,67.49,US $67.49,10.0,More than 10 available / 38 sold,38.0
Versace,Versace Dylan Purple Women 3.4 oz 100 ml *Eau De Parfum* Spray Tester,Eau de Parfum,58.99,US $58.99,10.0,More than 10 available / 32 sold,32.0
Victoria's Secret,Victoria's Secret VERY SEXY 3.4 fl oz/100 ml EDP Spray for Women New & Sealed,Eau de Parfum,30.99,US $30.99/ea,10.0,More than 10 available / 26 sold,26.0
Dolce & Gabbana,Light Blue by Dolce & Gabbana D&G 3.3 / 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,43.3,US $43.30/ea,0.0,"Limited quantity available / 4,845 sold",4845.0
Lancôme,MIRACLE BY LANCOME L'EAU DE PARFUM 3.4 OZ / 100 ML SPRAY NEW & SEALED IN BOX,Eau de Parfum,32.99,US $32.99/ea,10.0,More than 10 available / 65 sold,65.0
Dossier,Dossier WOODY HYACINTH Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,US $20.00/ea,6.0,6 available / 24 sold,24.0
Fred Hayman,273 RODEO DRIVE Fred Hayman Women perfume edp 2.5 oz NEW IN BOX,Eau de Perfume,22.97,US $22.97/ea,24.0,24 available / 591 sold,591.0
Clean,Clean Reserve Skin by Clean Eau De Parfum Spray (Unisex Tester) 3.4 oz For Women,Eau De Parfum Spray (Unisex Tester) 3.4 oz,66.69,US $66.69/ea,8.0,8 available / 6 sold,6.0
Yves Saint Laurent,YSL Black Opium EDP Women - Hypnotic Coffee & Vanilla 3oz Sealed,Eau de Parfum,44.99,US $44.99/ea,6.0,6 available / 5 sold,5.0
Jimmy Choo,JIMMY CHOO BLOSSOM 3.3 / 3.4 oz EDP Perfume Women NEW TESTER,Eau de Perfume,31.14,US $31.14/ea,25.0,"25 available / 2,503 sold",2503.0
Lancôme,Hypnose by Lancome 2.5 oz EDP Perfume for Women New In Box,Eau de Parfum,67.98,US $67.98/ea,0.0,Limited quantity available / 705 sold,705.0
Estée Lauder,Estee Lauder Beautiful EDP 2.5 oz Classic Floral Women's Perfume,Eau de Parfum,29.49,US $29.49/ea,6.0,6 available / 27 sold,27.0
Miim Miic,Miim Miic Compound 52 Hair & Body Mist Sweet Strawberry Milk 8 fl oz NEW!,Fragrance Mist,26.95,US $26.95,3.0,3 available / 4 sold,4.0
Escada,ESCADA SUMMER FESTIVAL EDT 1.2ml .04fl oz x 5 PERFUME SPRAY SAMPLE VIALS,Eau de Toilette,10.0,US $10.00,10.0,More than 10 available / 50 sold,50.0
Coach,"Coach Signature by Coach, 3.3 oz EDP Spray for Women",Eau De Parfum,37.96,US $37.96/ea,0.0,Limited quantity available / 116 sold,116.0
Jo Malone,Jo Malone Basil & Neroli Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,79.99,US $79.99,7.0,7 available / 9 sold,9.0
AERIN,AERIN LILAC PATH EDP 2.0ml .07fl oz x 1 PERFUME SPRAY SAMPLE,Eau de Parfum,8.0,US $8.00,10.0,More than 10 available / 34 sold,34.0
Escada,Escada Miami Blossom for Women Eau De Toilette 3.3oz-100ml Spray New (BR36,Eau de Toilette,42.9,US $42.90/ea,3.0,3 available / 8 sold,8.0
Burberry,Burberry Her Eau De Parfum 3-Pcs Set  / New With Box,Eau de Parfum,134.5,US $134.50,3.0,3 available / 49 sold,49.0
Marc Jacobs,Marc Jacobs Daisy Dream by Marc Jacobs 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,58.98,US $58.98/ea,10.0,"More than 10 available / 3,088 sold",3088.0
Burberry,"2x Burberry HER Eau de Parfum EDP Sample Spray .05oz, 1.5ml Each New in Cards",Eau de Parfum,9.89,US $9.89,5.0,5 available / 258 sold,258.0
CHANEL,CHANEL Les Eaux De Chanel Paris Eau De Toilette Perfume Discovery Set NEW,Eau de Toilette,24.0,US $24.00,0.0,,0.0
Coach,Coach Floral by Coach EDP 3 / 3.0 oz Perfume for Women Brand New Tester,Eau de Parfum,34.33,US $34.33/ea,10.0,More than 10 available / 767 sold,767.0
Versace,Versace Ladies Dylan Turquoise Gift Set Fragrances 8011003873487,Fragrances,54.51,US $54.51,3.0,3 available / 20 sold,20.0
Coach,Coach Love 1.7 oz EDP Spray Womens Perfume 50 ml NIB,Eau de Parfum,48.99,US $48.99/ea,10.0,More than 10 available / 7 sold,7.0
Ariana Grande,Ariana Grande Cloud Pink EDP 3.4oz Women's Perfume New Sealed,Eau de Parfum,30.49,US $30.49/ea,6.0,6 available / 18 sold,18.0
Giorgio Arm.ani,NEW Women's My Way EDP Spray 3oz Giorgio Arm.ani Eau De Parfum Sealed/Fast Ship!,Eau de Parfum,38.69,US $38.69/ea,10.0,More than 10 available / 3 sold,3.0
Pleasing,Pleasing Harry Styles Fragrance Rivulets Parfum 100ml 3.4fl,Perfume,49.99,US $49.99,0.0,Last One / 35 sold,35.0
Calvin Klein,Obsession By Calvin Klein Women 0.5 oz 15 ml Eau de Parfum Spray Mini New,Eau de Parfum,10.35,US $10.35/ea,10.0,10 available / 182 sold,182.0
Dossier,Dossier FRUITY BROWN SUGAR Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,US $20.00/ea,4.0,4 available / 47 sold,47.0
Givenchy,Givenchy Irresistible  For Women Eau de Parfum Mini Bottle 0.27 Fl Oz New,Eau de Parfum,21.9,US $21.90/ea,7.0,7 available / 4 sold,4.0
Lancôme,Lancome Tresor Women's EDP 3.4 oz Spray,Eau de Parfum,42.99,US $42.99/ea,10.0,More than 10 available / 17 sold,17.0
Victoria's Secret,VICTORIA'S SECRET TEASE 3.4 FL OZ 100 ML EAU DE PARFUM BRAND NEW SEALED BOX,Eau de Parfum,29.9,US $29.90/ea,6.0,6 available / 9 sold,9.0
PINK,Rue 21 Pink ICE Perfume Spray 1.7 FL OZ New (Unboxed),Perfume,22.45,US $22.45,5.0,5 available / 2 sold,2.0
Perfume,12 Women's Perfume Fragrance Samples Vials with Organza Bag Lot,Perfume,25.46,US $25.46,10.0,More than 10 available / 58 sold,58.0
Lancôme,La Vie Est Belle By Lancôme 2.5 OZ L'Eau De Parfum For Women,Eau de Parfum,37.99,US $37.99/ea,10.0,More than 10 available / 77 sold,77.0
Parfums de Marly,PDM PARFUMS DE MARLY DELINA EXCLUSIF 1.5ml .05fl oz x 3 PERFUME SPRAY SAMPLES,Parfum,24.0,US $24.00,10.0,More than 10 available / 9 sold,9.0
ULTA,Ulta Beauty 2024 Spring Scent Wardrobe 19 Piece Perfume Sample Set w/ $15 Cert,Perfume,55.88,US $55.88,0.0,Last One / 2 sold,2.0
T.O.V.A.,TOVA BEVERLY HILLS SIGNATURE for Women Perfume 2 pcs 0.34 oz EDP Spray + Refill,Eau de Parfum,13.95,US $13.95/ea,7.0,7 available / 22 sold,22.0
Kilian,Kilian Paris Can't Stop Loving You 50ml/ 1.7oz EDP New & Sealed,Eau de Parfum,100.0,US $100.00,0.0,Last One / 12 sold,12.0
Rihanna,FENTY by RIHANNA Eau de Parfum 1.5ml Sample Size Travel Mini NIB. Authentic.,Eau de Parfum,12.49,US $12.49/ea,5.0,5 available / 10 sold,10.0
Dior,Christian Dior Addict Eau Fraiche EDT For Women 3.4 oz / 100 ml *NEW*,Eau de Toilette,74.99,US $74.99,8.0,8 available / 28 sold,28.0
Ellis Brooklyn,ELLIS BROOKLYN Salt EDP Splash .25oz/7.5mL Womens Travel Perfume - NEW in Box!,Eau de Parfum,13.44,US $13.44/ea,3.0,3 available / 30 sold,30.0
Ariana Grande,Cloud by Ariana Grande for Women EDP Spray 3.4 oz / 100 ml New Sealed In Box,Eau de Parfum,35.99,US $35.99/ea,9.0,9 available / 49 sold,49.0
Lancôme,Lancome Tresor 3.4 oz EDP Romantic & Sophisticated for Women New,Eau de Parfum,44.99,US $44.99/ea,5.0,5 available / 14 sold,14.0
Ralph Lauren,Ralph Lauren Romance Rose Eau de Parfum 3.4 oz 100 ml Brand New Sealed,Eau de Parfum,44.99,US $44.99/ea,7.0,7 available / 3 sold,3.0
Jo Malone,Jo Malone London Grapefruit Cologne 3.4 oz,Perfume,73.99,US $73.99,7.0,7 available / 52 sold,52.0
One Direction,That Moment by One Direction 3.4 oz / 100 ml Edp spy perfume for women femme,Eau de Parfum,34.85,US $34.85,10.0,More than 10 available / 545 sold,545.0
Ariana Grande,Cloud by Ariana Grande 3.4 oz / 100 ML EDP Perfume for Women New In Box,Eau de Parfum,38.99,US $38.99/ea,9.0,9 available / 23 sold,23.0
Dana,2.5 Loves Baby Soft Body Mist for Women Fragrance/Cologne NEW Whisper Soft 2.5oz,Eau de Cologne,25.99,US $25.99/ea,3.0,3 available / 17 sold,17.0
HERMÈS,TWILLY d'HERMES EAU POIVREE *  2.87 Fl Oz (85ml) EDP Spray - New Unsealed Box,Eau de Parfum,47.66,US $47.66/ea,0.0,Limited quantity available / 119 sold,119.0
HERMÈS,Un Jardin Sur Le Nil by Hermes 3.3 / 3.4 oz Perfume for Women Brand New Tester,Eau de Toilette,58.08,US $58.08/ea,10.0,More than 10 available / 278 sold,278.0
Vilhelm Parfumerie,Vilhelm Parfumerie A Lilac A Day Eau De Parfum Spray Women 3.4 Oz / 100ml,Eau de Parfum,108.99,US $108.99/ea,9.0,9 available / 11 sold,11.0
Jo Malone,Wood Sage & Sea Salt By Jo Malone EDC Cologne Spray for Women New In Sealed Box,Eau de Cologne,59.99,US $59.99,5.0,5 available / 36 sold,36.0
Donna Karan,Donna Karan Cashmere Mist EDP 3.4oz Women's Fragrance New Sealed,Eau de Parfum,29.99,US $29.99/ea,6.0,6 available / 26 sold,26.0
Michael Kors,Michael Kors CLASSIC(Original Formula) Eau De Parfum 3-Pcs Set  / New With Box,Gift Sets,299.99,US $299.99,10.0,More than 10 available / 92 sold,92.0
Versace,Versace Bright Crystal Women's EDT 6.7 oz Spray,Eau de Toilette,52.79,US $52.79/ea,10.0,More than 10 available / 23 sold,23.0
Versace,Versace Bright Crystal EDT 3oz Women's Scent Spray New,Eau de Toilette,33.0,US $33.00/ea,5.0,5 available / 18 sold,18.0
Ariana Grande,Ariana Grande Ladies Mod Vanilla EDP Spray 3.4 oz Fragrances 810101501227,Fragrances,53.57,US $53.57,3.0,3 available / 10 sold,10.0
Kilian,"KILIAN Paris Can't Stop Loving You Full Size 1.7oz/50mL, New in Sealed Box",Eau de Parfum,100.99,US $100.99,0.0,Last One / 15 sold,15.0
Carolina Herrera,Carolina Herrera Good Girl 2.7 oz EDP Bold Women's Perfume Heel Bottle Design,Eau de Parfum,49.99,US $49.99/ea,6.0,6 available / 35 sold,35.0
Dossier,Dossier POWDERY PEACH Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,US $20.00/ea,8.0,8 available / 22 sold,22.0
Preferred Fragrance,Bright Crystal 6.7 oz / 200mL Eau De Toilette Perfume For Women Brand New Sealed,Eau de Toilette,48.9,US $48.90/ea,10.0,More than 10 available / 33 sold,33.0
